-1 1
-0.959184 0.920033
-0.918367 0.843399
-0.877551 0.770096
-0.836735 0.700125
-0.795918 0.633486
-0.755102 0.570179
-0.714286 0.510204
-0.673469 0.453561
-0.632653 0.40025
-0.591837 0.350271
-0.55102 0.303623
-0.510204 0.260308
-0.469388 0.220325
-0.428571 0.183673
-0.387755 0.150354
-0.346939 0.120367
-0.306122 0.093711
-0.265306 0.0703873
-0.22449 0.0503957
-0.183673 0.0337359
-0.142857 0.0204082
-0.102041 0.0104123
-0.0612245 0.00374844
-0.0204082 0.000416493
0.0204082 0.000416493
0.0612245 0.00374844
0.102041 0.0104123
0.142857 0.0204082
0.183673 0.0337359
0.22449 0.0503957
0.265306 0.0703873
0.306122 0.093711
0.346939 0.120367
0.387755 0.150354
0.428571 0.183673
0.469388 0.220325
0.510204 0.260308
0.55102 0.303623
0.591837 0.350271
0.632653 0.40025
0.673469 0.453561
0.714286 0.510204
0.755102 0.570179
0.795918 0.633486
0.836735 0.700125
0.877551 0.770096
0.918367 0.843399
0.959184 0.920033
1 1
